id	fecha	acto	pr	pieza	que_no_se_corrio	razon	impacto	sucesor	estado	cerrado_por	fecha_cierre
NC-0254	2026-09-16	GEN2-PINS-REPRODUCE-1		P1/NC-0243 resto -- disposicion de RES-0043/RES-0044	Presentar a mesa la disposicion de RES-0043 (union_libre) y RES-0044 (matrimonio_directo): su pin sellado (CALC-EDER-0003) declara NO-APLICA-ESTIMANDO-DISTINTO contra el p de GEN1 (ENADID 2023, situacion conyugal actual) -- EDER 2017 mide tipo de primera union, no lo mismo	DECISION-DE-MESA-PENDIENTE. milpa/tramite.yaml ya cita EDER2017 como eje de CORROBORACION (segmentacion_ejes_eder2017_enadid2023.eje_cohorte_eder2017, veredicto CORROBORADA) y no como reemplazo del p primario; las cuatro celdas por cohorte de RESULT-EDER-UNION-B-COHORTE-P-LIBRE coinciden digito a digito con lo ya citado (1961-1970: 0.304657 en ambos lados). No hay pin nuevo que declarar que milpa/ no tenga ya como eje secundario -- se rotula, no se calla (forense/notas/2026-09-15-GEN2-CAJA-SUCESORES-1-cierre.md P2)	RES-0043/RES-0044 siguen LISTADO-PARA-MESA (bare, sin REPRODUCE ni NO-REPRODUCE) hasta que mesa decida si esa corroboracion cierra el slot o si se necesita una corrida GEN2 que SI mida situacion conyugal actual	MESA decide; si autoriza, un acto de tramite cierra el slot citando esta nota sin correr nada nuevo	ABIERTA		
NC-0255	2026-09-16	GEN2-PINS-REPRODUCE-1		P2 del encargo -- bin por slot de "los 89 menos los 11"	Clasificar en bin 1/2/3 (regla de bloque de RELEVO-USOS-1) los 78 slots con oferta que no son los 11 REPRODUCE del encargo, con delta por script para cada uno	PARO-PREMISA. "89 con oferta" y "11 REPRODUCE" son la cifra de ACTO GEN2-RELEVO-USOS-1 (forense/notas/2026-09-15-GEN2-RELEVO-USOS-1-cierre.md), medida cuando solo 23/82 corridas naturales estaban selladas. Hoy son 80/82 (verificado, python3 tools/corrida0.py status -> N_corridas_selladas=80) y la propia re-derivacion de tools/relevo_usos.py (corrida por GEN2-CAJA-SUCESORES-1 y confirmada de nuevo por este acto) cuenta, sobre el arbol post este acto: YA-ADOPTADO=22, LISTADO-PARA-MESA=9 (NC-0243/0253/0254), CANDIDATO-GEN2=12, NO-ADOPTABLE-POR-VEREDICTO-SELLADO=8, CONFLICTO-ENTRE-CANALES=2 (NC-0244), VETADO-POR-DECISION=1, SIN-CANDIDATO=153 -- sobre 207 slots. Ninguna combinacion de estas categorias reconstruye 89 ni 78; clasificar bin 1/2/3 sobre una cifra vencida arriesga adoptar (o negar) el slot equivocado	P2 no tiene hoy un universo verificable sobre el que declarar bin; los 12 CANDIDATO-GEN2 (el analogo vivo mas cercano a "slot con oferta sin pin declarado todavia") siguen sin delta por script ni bin	acto sucesor que tome como universo real las categorias vivas de data/corrida0/relevo-usos-v1_0.tsv (los 12 CANDIDATO-GEN2 primero) y corra corrida0 delta / comparacion explicita por slot antes de proponer bin 1/2/3	ABIERTA		
NC-0256	2026-09-16	GEN2-PINS-REPRODUCE-1		P3 del encargo -- diagnostico de "118 sin oferta" y alcance de MEDICION-DEMANDA-3	Para cada slot sin oferta: su corrida natural, si existe spec para ella, y por que las 80 selladas no la cubren; entregable declarado: la demanda real de medicion que MEDICION-DEMANDA-3 debe correr	PARO-PREMISA + DECISION-DE-MESA-PENDIENTE. "118 sin oferta" tambien es la cifra de RELEVO-USOS-1 sobre 23/82 corridas selladas; hoy la categoria SIN-CANDIDATO de tools/relevo_usos.py es 153, no 118 (verificado en este acto). Ademas MEDICION-DEMANDA-3 YA tiene alcance reservado por la ENMIENDA FECHADA de GEN2-SPECS-DEMANDA-1 (forense/encargos/2026-09-15-GEN2-SPECS-DEMANDA-1.md, lineas 94-116): specs del remanente de CORR-0004, la spec sucesora ENADID de familia.union.libre/CORR-0013 (NC-0194, ABIERTA) y las 4 celdas de marco sin B -- un universo mucho mas chico que los 153/118 sin-oferta. Correr P3 tal cual redefiniria MEDICION-DEMANDA-3 sin que mesa lo haya decidido asi	la demanda real de medicion derivada para los 153 slots sin oferta sigue sin diagnosticar; nadie sabe hoy si MEDICION-DEMANDA-3 absorbe ese universo o solo el ya reservado	MESA decide si MEDICION-DEMANDA-3 se redefine al universo de 153 SIN-CANDIDATO o si el diagnostico de P3 nace como acto propio (p.ej. GEN2-DIAGNOSTICO-SIN-OFERTA-1) sin tocar el alcance ya reservado del nombre	ABIERTA		
NC-0257	2026-09-16	GEN2-MANTENIMIENTO-3	n/a	incorporar CALC-AGG-marco-M-sorteado-v1_3-ola-v3 y CALC-C0D-ALCANCE-CORPUS-CAPTURA-SUCESOR a las vistas canonicas	corrida0 registro --verifica --escribe	PARO-ENTORNO	registro se nego a escribir: 39 corridas ajenas bajarian de REPRODUCE/IDENTICO a NO-EJECUTABLE/NO-REPRODUCE/DISTINTO en esta sesion NUBE sin numpy/pandas/pyreadstat/data-raw -- no se fuerza --lote (mismo limite que NC-0211 de GEN2-RELEVO-USOS-1). Las dos corridas quedan selladas y verificadas individualmente (run/verify propios, verify=REPRODUCE) pero fuera de corridas.tsv/resultados.tsv/decisiones.tsv hasta entonces.	acto en CAJA (numpy/pandas/pyreadstat/data-raw presentes) que corra registro --verifica --escribe	ABIERTA		
NC-0258	2026-09-16	GEN2-CAJA-REACTIVOS-FD-1		NC-0235, segunda mitad: adquisicion de los 55 grupos REQUIERE-FD-EN-CORPUS	adquirir el FD de los 55 grupos que data/reactivos-ciegos-81-v1_0.tsv marca REQUIERE-FD-EN-CORPUS (92941 filas ciegas). Este acto cubrio SOLO los 26 cuyo FD ya estaba en el repo, que es lo que el lanzamiento pidio	FUERA-DE-PERIMETRO	esas 92941 filas no cambian de estado y NC-0136 sigue ABIERTA. El cableado que este acto publico (--fuentes repetible + --crosswalk) es justo lo que las hara utilizables el dia que su FD entre a la raiz: la adquisicion es el unico paso que falta, no el extractor	ADQUISICION dirigida por la columna demanda_hoy de data/reactivos-ciegos-81-v1_0.tsv, y despues una corrida de tools/actualiza_reactivos_contexto.py con esas fuentes anadidas a data/reactivos-contexto-fuentes-fd26-v1_0.tsv	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-0259	2026-09-16	GEN2-CAJA-REACTIVOS-FD-1		residual del crosswalk: 190 filas IDENTIDAD-INSUFICIENTE	acreditar las 190 filas que quedan en data/crosswalk-tablas-fd-residual-v1_0.tsv con motivo IDENTIDAD-INSUFICIENTE: MOCIBA2015.sav (159 filas, cobertura 0.86 contra TCiberacoso y ademas su hoja tiene un miembro mejor, el .dbf), enasem2018 SECT_B_* (44) y enasem2021 SECT_B_NON_RESIDENT_FOLLOW_UP (31)	NO-VERIFICABLE-AQUI	190 filas de 7620 siguen sin tabla acreditada. NO se publicaron a proposito: aflojar el umbral (cobertura>=0.95, margen>=0.30, emparejamiento mutuo) para que entren publicaria identidad que el FD no sostiene -- el mismo atajo que ADR-522 rechazo con las 10765 filas que emparejarian por nombre de variable	MESA, si decide que un emparejamiento revisado a mano es acreditable para esos tres casos; o un acto que encuentre en el FD real una declaracion que hoy no esta indexada	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-0260	2026-09-16	GEN2-CAJA-REACTIVOS-FD-1		las 2368 filas irrecuperables por construccion siguen en el denominador de NC-0136	retirar del censo de filas ciegas las 2368 que este acto acredito como sin enunciado posible (EJE-TRANSPUESTO 2172, MIEMBRO-ES-EL-PROPIO-FD 150, NO-ES-TABLA-DE-DATOS 46). data/reactivos-ciegos-81-v1_0.tsv y tools/censa_reactivos_ciegos.py estan FUERA del perimetro declarado de este acto y no se tocaron	FUERA-DE-PERIMETRO	el censo de NC-0136 sigue contando como ciegas 2368 filas que no pueden dejar de serlo: una tabla con los periodos por columna, el propio descriptor indexado como si fuera payload, y los indices/diagramas/catalogos. Sobreestima la deuda y puede desviar adquisicion hacia donde no hay nada que adquirir	acto que re-derive data/reactivos-ciegos-81-v1_0.tsv leyendo data/crosswalk-tablas-fd-residual-v1_0.tsv, o MESA si decide que el denominador no se recorta ni por motivo acreditado	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA
NC-0261	2026-09-16	GEN2-E1-DISENO-CALIBRACION-1		Huecos de escala/universo/identificacion sin token cerrado en milpa/procedencia.yaml (medidos, derivados, asignados_probabilidad, asignados_coeficiente.detalle: ~120 de 144 numeros)	El diseno censa que faltan, no los llena: llenar el token exige decidir donde vive el esquema (edicion de procedencia.yaml sellado, o capa separada) y ese es alcance de mesa	DECISION-DE-MESA-PENDIENTE -- forense/theta-cargable-por-celda-diseno-e1-v1_0.md secciones 3 y 5 dejan el censo completo y la pregunta explicita, sin decidir por mesa	Ningun numero de procedencia.yaml queda formalmente LISTO para cargarse por celda hasta que el token exista; los que ya tienen los tres campos en prosa (coeficientes_generador_sellados, thetas_informativas) siguen legibles solo por lectura humana	acto que edite el esquema en milpa/procedencia.yaml (o su capa separada), una vez mesa decida donde vive	ABIERTA		
NC-0262	2026-09-16	GEN2-E1-DISENO-CALIBRACION-1		F-17 (firma de mesa, crosswalk de ejes arbitro<->modelo) cita NC-0226 como su objeto, pero NC-0226 esta CERRADA y es de otro asunto (propagacion de la Hoja de Firmas 2)	A.4/A.13: no se resuelve una discrepancia de numeracion por inferencia. El objeto real de F-17 (dominio_urbano_rural/localidad <-> urbanizacion) coincide palabra por palabra con NC-0240 (abierta, sin firma), no con NC-0226	DECISION-DE-MESA-PENDIENTE -- forense/encargos/2026-09-16-GEN2-FIRMAS-MESA-3.md archiva F-17 verbatim y declara la discrepancia sin decidirla	NC-0240 (crosswalk de ejes) sigue sin firma propagada; el marcador por segmento sigue sin el eje comparable que F-17 pretendia habilitar	mesa aclara si F-17 queria decir NC-0240 (lapsus de dedo) o si NC-0226 se reabre con objeto propio; despues, acto que ejecute la verificacion por definicion de los dos pares candidatos || RESUELTA 2026-09-16 (ACTO GEN2-CROSSWALK-EJES-1): mesa aclaro, en la cabecera del encargo de este acto y con estas palabras -- <<Corrige la referencia de la firma de ayer, que citaba NC-0226 renumerada (NC-0226 ya existia CERRADA con otro objeto; FIRMAS-MESA-3 la registro sin propagar, correctamente). El texto sustantivo es identico>> --, y reemitio F-17 citando NC-0240. Era la primera de las dos opciones que esta fila puso a mesa (lapsus de dedo), no la segunda: NC-0226 NO se reabre y conserva su objeto propio (hoja de firmas 2), CERRADA desde el 15/sep por el acto de PR #792. FIRMAS-MESA-3 queda como historia y no se edita, como su propio P1 pidio.	CERRADA	ACTO GEN2-CROSSWALK-EJES-1 (16/sep/2026), forense/notas/2026-09-16-GEN2-CROSSWALK-EJES-1-crosswalk.md, PR #820 -- mesa aclaro la numeracion en la cabecera del encargo	2026-09-16
NC-0263	2026-09-16	GEN2-E1-DISENO-CALIBRACION-1		G5_familismo_apoyo esta alojada fuera de coeficientes_generador_medidos en milpa/procedencia.yaml	corregir la colocacion: milpa/procedencia.yaml:1244 escribe G5_familismo_apoyo como llave hija de propuesta_de_esquema: (linea 1228) y no de coeficientes_generador_medidos: (que tiene seis llaves, ninguna de ellas G5_familismo_apoyo). Medido con yaml.safe_load, no por lectura visual.	FUERA-DE-PERIMETRO / PARO-PREMISA -- F-18 ordena que theta.py no se toque en el diseno y este acto tampoco edita procedencia.yaml: es un acto de diseno, cero numeros. El defecto es PREEXISTENTE y ajeno a este acto, que solo lo encuentra al censar: la llave ya esta asi en la base (git show origin/main:milpa/procedencia.yaml | sed -n '1228p;1244p'). La medicion es de ACTO MAESTRA32-E16 (31/ago/2026) segun el fuente: de la entrada; la colocacion no se le atribuye.	Un cargador que recorra coeficientes_generador_medidos pierde una medicion completa (MEDIDO.beta_hat con IC por bootstrap de conglomerados, n_util por base, reserva de circularidad escrita) sin emitir ningun error. Es el defecto que el esquema de tres campos existe para volver visible. Censada con fila propia y verdicto FUERA-DE-SECCION en forense/theta-cargable-por-celda-diseno-e1-v1_0.md seccion 3.	acto que edite milpa/procedencia.yaml para mover la llave a su seccion (mismo acto que escriba el esquema de tres campos, si mesa decide que el esquema vive dentro del archivo)	ABIERTA		
NC-0264	2026-09-16	GEN2-RUTINA-DERIVADOS-1		Instalacion real de la tarea en Windows Task Scheduler para tools/deriva_cron.sh	PARO-ENTORNO -- esta caja es Ubuntu/WSL sin acceso al Task Scheduler del host Windows; mismo criterio que MAESTRA34-N7 fijo para el primer cron de adquisicion	la rutina no corre todavia sola cada dia; sigue disponible por invocacion manual hasta que mesa instale la tarea	mesa, via tools/windows/instala-tarea-adquisicion.ps1 como plantilla de referencia (tarea independiente, no la misma)	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	
NC-0265	2026-09-16	GEN2-RUTINA-DERIVADOS-1		Corrida real de punta a punta de tools/deriva_cron.sh (lock+checkout_o_crea_derivados+commit+push+PR), fuera del seam DERIVA_CRON_SOLO_DEFINE	NO-VERIFICABLE-AQUI -- la suite ambiental estaba ROJO (T16, drift ajeno) al probar cada funcion por separado; forzar la corrida real despues de corregirlo habria abierto un segundo PR [DERIVADOS] concurrente con el de este mismo acto	falta la primera corrida disparada por el propio mecanismo automatico; cada funcion se ejercio por separado y la sintaxis completa se verifico	la primera corrida real disparada por windows-task-scheduler, o una invocacion manual explicita post-merge	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	
NC-0266	2026-09-16	GEN2-RUTINA-DERIVADOS-1		Prueba automatizada tests/test_deriva_cableado.py (mismo patron que test_adq_cableado.py) del seam de solo-definicion	FUERA-DE-PERIMETRO -- el encargo declara perimetro cerrado a tools/deriva_cron.sh, deriva.md, launcher, runbook, data/curacion-universo/, tablero; no nombra tests/	el seam DERIVA_CRON_SOLO_DEFINE existe y quedo listo pero nada en la suite lo ejercita todavia	acto futuro que amplie el perimetro a tests/, o mesa si decide que aplica ahora	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	
NC-0267	2026-09-16	GEN2-RUTINA-DERIVADOS-1		Cifra de "inspeccionado" distinta de "adquirido" (P2 las pide juntas; ADR-67 ya las conflacionaba igual)	NO-VERIFICABLE-AQUI -- el conteo compacto de snapshot_universe.py no distingue las dos; un desglose real exige cruzar contra data/curacion-universo/ledger-inspecciones-*.tsv, fuera de lo que P1 deriva	la cifra de T1 (1274/38364=3.32%) hereda la misma conflacion de ADR-67, no mide inspeccion per se	quien recalcule contra los ledgers de inspeccion si mesa pide el desglose	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	
NC-0268	2026-09-16	GEN2-RUTINA-DERIVADOS-1		Reconciliacion de los 318 activos de diferencia entre el denominador textual de ADR-67 (35708) y el de snapshot-t0.json congelado (36026)	NO-VERIFICABLE-AQUI -- ambos describen el mismo universo en instantes de captura distintos; este acto no tiene evidencia de cual comando produjo cual cifra	la comparacion de T1 usa 36026 (el denominador de T0), declarado explicitamente en vez de silenciado	SIN-ASIGNAR	ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	NO-APLICA-MIENTRAS-ABIERTA	
NC-0269	2026-09-16	GEN2-CROSSWALK-EJES-1	#820	P4 -- la firma de mesa sobre los tres veredictos del crosswalk de ejes	Se VERIFICA por definicion y NO se firma. Los tres veredictos van a mesa como PROPUESTA, no como decision del ejecutor.	DECISION-DE-MESA-PENDIENTE -- A.4: una equivalencia de vocabulario es firma de mesa. Y dos de los tres veredictos contradicen lo que el encargo anticipaba, asi que menos aun se dan por firmados: el encargo escribio <<localidad<->urbanizacion: EQUIVALENTE por definicion>> y sale MAPEO-N-A-1; escribio <<dominio_urbano_rural<->urbanizacion: MAPEO-N-A-1 con tabla>> y sale NO-EQUIVALENTE. El tercero toca una ratificacion que mesa ya dio: formalidad.	CERO ejes del arbitro son EQUIVALENTE a un corte del modelo por definicion. Medido sobre las 12 filas de data/crosswalk-ejes-arbitro-modelo-v1_0.tsv: 2 MAPEO-N-A-1 (localidad, formalidad), 1 NO-EQUIVALENTE (dominio_urbano_rural), 1 PENDIENTE-FP-53 (edad), 8 SIN-CORRESPONDENCIA; mas 3 cortes sellados del modelo (ingreso, acceso_digital, migracion) sin un solo punto del arbitro. CONSECUENCIA DIRECTA SOBRE LA PROPIA F-17: su frase de cierre -- <<Con esto, el marcador por segmento tiene hoy un eje comparable, y se dice>> -- queda VENCIDA POR MEDICION en el sentido estricto de <<comparable>>. Hay un eje utilizable (formalidad, 2 celdas contra 2) pero NO por identidad: por mapeo N-a-1 sobre universo restringido a quien trabaja (cobertura 0.6897/0.6690, universo_restringido=true en el propio yaml sellado), y sobre un concepto mas angosto (derechohabiencia POR TRABAJO en ENIF P3_13, contra derechohabiencia POR CUALQUIER VIA en segsoc de ENIGH). Y hay un segundo utilizable a grano colapsado (localidad, 2 celdas contra las 4 selladas de urbanizacion). Ninguno de los dos se consume sin esta firma. || CIERRE FECHADO 2026-09-16 (ACTO GEN2-TRAMITE-4, P2a): su premisa se cumplio -- mesa firmo los tres veredictos. D1 verbatim: <<(1) `localidad` <-> `urbanizacion`: MAPEO-N-A-1 con su reserva; (2) `dominio_urbano_rural` <-> `urbanizacion`: NO-EQUIVALENTE, sin mapeo; (3) `formalidad` <-> `formalidad`: MAPEO-N-A-1, no identidad.>> La columna `firma` de las TRES filas del crosswalk quedo escrita; las otras 12 siguen como PROPUESTA. NC-0270 NO se cierra con esto: es la reserva del inciso (1) y sigue ABIERTA.	mesa firma o devuelve los tres veredictos (FP-376). Con la firma, el marcador por segmento sabe con que grano puede marcar; sin ella, no consume ninguna fila del crosswalk. Despues: el acto de marcador por segmento, que sigue gated ademas a theta cargable (NC-0239 / D-theta).	CERRADA	FP-376 FIRMADA por D1 (mesa, 16/sep/2026) via ACTO GEN2-TRAMITE-4	2026-09-16
NC-0270	2026-09-16	GEN2-CROSSWALK-EJES-1	#820	P2.1 -- la verificacion de localidad<->urbanizacion contra el FD/catalogo abiertos de primera mano	No se abrio ningun FD ni catalogo en este acto: no los hay en el repo y no hay corpus montado.	NO-VERIFICABLE-AQUI -- la cabecera del encargo lo ordena asi: <<si un FD necesario solo esta en data/raw, esa pieza se declara NO-ACCESIBLE-AQUI y se rutea a caja, no se adivina>>. Medido con A.13 (un negativo declara cuantos archivos examino): python3 tools/entorno.py -> acceso_corpus.montado=NO, archivos_examinados=0; y no existe ningun PDF de FD ni tam_loc.csv ni tloc.csv en el arbol (find sobre el repo, 0 resultados).	El veredicto MAPEO-N-A-1 de localidad descansa en evidencia REGISTRADA, no abierta aqui: la identidad tloc(ENIF) == tam_loc(ENIGH) la verifico ACTO cal-conf fase B el 3/ago/2026 CON EL CATALOGO tloc.csv ABIERTO (forense/notas/2026-08-03-cal-conf-faseb-medicion.md:202-206), y su marginal medido materializa las cuatro categorias con los umbrales literales (:372-378). Es solida y esta citada linea por linea, pero es de segunda mano y la tabla lo dice en la columna evidencia_grado. Los otros dos veredictos NO dependen de esto: dominio_urbano_rural descansa en un negativo medido sobre el FD ENTERO de ENVIPE 2025 (6 diccionarios / 2 225 lineas + fd_envipe2025.pdf / 7 207 lineas) y formalidad descansa en codigo del repo leido aqui.	acto de CAJA que abra el FD de ENIF 2024 y el catalogo tloc.csv y confirme, categoria por categoria, que los cuatro codigos de tloc son los cuatro umbrales de tam_loc.csv. Si confirma, la fila de localidad sube a evidencia_grado=ABIERTA y el veredicto MAPEO-N-A-1 no cambia. Si NO confirma, el veredicto baja a NO-EQUIVALENTE y esta fila lo dice antes de que nadie lo consuma.	ABIERTA		
